mode,experiment,time,cmd_waist,cmd_shoulder,cmd_elbow,cmd_wrist_angle,cmd_wrist_rotate,q_waist,q_shoulder,q_elbow,q_wrist_angle,q_wrist_rotate,qd_waist,qd_shoulder,qd_elbow,qd_wrist_angle,qd_wrist_rotate,tau_waist,tau_shoulder,tau_elbow,tau_wrist_angle,tau_wrist_rotate,ee_x,ee_y,ee_z
velocity,step,1.5160,0.0,0.0,0.0,0.0,0.0,1e-06,0.439991,0.092142,0.170492,0.0,-1.8e-05,0.287281,0.270233,0.02381,-4e-06,8.2e-05,-1.226834,-0.372725,-0.016045,3e-06,0.423926,0.0,0.066763
velocity,step,1.5180,0.0,0.0,0.0,0.0,0.0,1e-06,0.440568,0.092708,0.170535,0.0,-1.6e-05,0.288784,0.282897,0.021518,-4e-06,7.7e-05,-1.231285,-0.39373,-0.014358,2e-06,0.423786,0.0,0.066355
velocity,step,1.5200,0.0,0.0,0.0,0.0,0.0,1e-06,0.44115,0.093296,0.170574,0.0,-1.5e-05,0.290604,0.29409,0.019642,-3e-06,7e-05,-1.237727,-0.412182,-0.012975,2e-06,0.42364,0.0,0.065939
velocity,step,1.5220,0.0,0.0,0.0,0.0,0.0,1e-06,0.441735,0.093904,0.170611,0.0,-1.3e-05,0.292614,0.303977,0.018435,-3e-06,6.4e-05,-1.245528,-0.42849,-0.011844,2e-06,0.42349,0.0,0.065516
velocity,step,1.5240,0.0,0.0,0.0,0.0,0.0,1e-06,0.442324,0.09453,0.170647,0.0,-1.2e-05,0.294729,0.312743,0.017867,-2e-06,5.8e-05,-1.254145,-0.442895,-0.011116,1e-06,0.423335,0.0,0.065086
velocity,step,1.5260,0.0,0.0,0.0,0.0,0.0,1e-06,0.442918,0.095171,0.170682,0.0,-1.1e-05,0.296886,0.320554,0.017826,-2e-06,5.3e-05,-1.263207,-0.455666,-0.010774,1e-06,0.423176,0.0,0.064649
velocity,step,1.5280,0.0,0.0,0.0,0.0,0.0,1e-06,0.443516,0.095826,0.170719,-0.0,-1e-05,0.299042,0.327549,0.018217,-2e-06,4.7e-05,-1.272454,-0.467047,-0.010749,1e-06,0.423013,0.0,0.064206
velocity,step,1.5300,0.0,0.0,0.0,0.0,0.0,1e-06,0.444119,0.096494,0.170757,-0.0,-9e-06,0.301164,0.333841,0.018958,-1e-06,4.2e-05,-1.281694,-0.477239,-0.010985,1e-06,0.422846,0.0,0.063758
velocity,step,1.5320,0.0,0.0,0.0,0.0,0.0,1e-06,0.444725,0.097173,0.170797,-0.0,-8e-06,0.303231,0.339522,0.019983,-1e-06,3.8e-05,-1.290791,-0.486406,-0.011432,1e-06,0.422676,0.0,0.063304
velocity,step,1.5340,0.0,0.0,0.0,0.0,0.0,1e-06,0.445335,0.097862,0.170839,-0.0,-7e-06,0.305226,0.344671,0.021232,-1e-06,3.4e-05,-1.299648,-0.494684,-0.012049,1e-06,0.422503,0.0,0.062845
velocity,step,1.5360,0.0,0.0,0.0,0.0,0.0,1e-06,0.44595,0.098561,0.170885,-0.0,-6e-06,0.307141,0.349351,0.022656,-1e-06,3e-05,-1.3082,-0.502185,-0.012803,0.0,0.422327,0.0,0.062381
velocity,step,1.5380,0.0,0.0,0.0,0.0,0.0,1e-06,0.446568,0.099268,0.170933,-0.0,-6e-06,0.308968,0.353617,0.024215,-0.0,2.7e-05,-1.316404,-0.509004,-0.013662,0.0,0.422147,0.0,0.061913
velocity,step,1.5400,0.0,0.0,0.0,0.0,0.0,1e-06,0.447189,0.099983,0.170985,-0.0,-5e-06,0.310706,0.357516,0.025872,-0.0,2.4e-05,-1.324236,-0.515221,-0.014601,0.0,0.421965,0.0,0.061441
velocity,step,1.5420,0.0,0.0,0.0,0.0,0.0,1e-06,0.447814,0.100705,0.17104,-0.0,-4e-06,0.312353,0.361086,0.027599,-0.0,2.1e-05,-1.331684,-0.520901,-0.015601,0.0,0.42178,0.0,0.060965
velocity,step,1.5440,0.0,0.0,0.0,0.0,0.0,1e-06,0.448442,0.101434,0.171099,-0.0,-4e-06,0.313911,0.36436,0.029369,-0.0,1.9e-05,-1.338745,-0.526102,-0.016642,0.0,0.421592,0.0,0.060485
velocity,step,1.5460,0.0,0.0,0.0,0.0,0.0,1e-06,0.449072,0.102169,0.171161,-0.0,-3e-06,0.315383,0.367368,0.031163,-0.0,1.7e-05,-1.345425,-0.530873,-0.01771,0.0,0.421402,0.0,0.060002
velocity,step,1.5480,0.0,0.0,0.0,0.0,0.0,1e-06,0.449706,0.102909,0.171227,-0.0,-3e-06,0.31677,0.370134,0.032964,0.0,1.5e-05,-1.351731,-0.535256,-0.018792,0.0,0.42121,0.0,0.059517
velocity,step,1.5500,0.0,0.0,0.0,0.0,0.0,1e-06,0.450342,0.103654,0.171296,-0.0,-3e-06,0.318077,0.372681,0.034755,0.0,1.3e-05,-1.357677,-0.539286,-0.019877,-0.0,0.421015,0.0,0.059028
velocity,step,1.5520,0.0,0.0,0.0,0.0,0.0,1e-06,0.450981,0.104404,0.171369,-0.0,-2e-06,0.319306,0.375026,0.036526,0.0,1.2e-05,-1.363277,-0.542996,-0.020957,-0.0,0.420818,0.0,0.058537
velocity,step,1.5540,0.0,0.0,0.0,0.0,0.0,1e-06,0.451622,0.105159,0.171446,-0.0,-2e-06,0.320463,0.377187,0.038267,0.0,1e-05,-1.368547,-0.546413,-0.022025,-0.0,0.420619,0.0,0.058043
velocity,step,1.5560,0.0,0.0,0.0,0.0,0.0,1e-06,0.452265,0.105917,0.171526,-0.0,-2e-06,0.32155,0.379179,0.03997,0.0,9e-06,-1.373504,-0.549561,-0.023075,-0.0,0.420418,0.0,0.057547
velocity,step,1.5580,0.0,0.0,0.0,0.0,0.0,1e-06,0.45291,0.106679,0.171609,-0.0,-2e-06,0.322572,0.381015,0.041629,0.0,8e-06,-1.378164,-0.552464,-0.024102,-0.0,0.420215,0.0,0.057049
velocity,step,1.5600,0.0,0.0,0.0,0.0,0.0,1e-06,0.453557,0.107444,0.171696,-0.0,-1e-06,0.323532,0.382706,0.043238,0.0,7e-06,-1.382543,-0.555138,-0.025102,-0.0,0.42001,0.0,0.056548
velocity,step,1.5620,0.0,0.0,0.0,0.0,0.0,1e-06,0.454206,0.108213,0.171785,-0.0,-1e-06,0.324434,0.384264,0.044794,0.0,6e-06,-1.386659,-0.557603,-0.026072,-0.0,0.419803,0.0,0.056047
velocity,step,1.5640,0.0,0.0,0.0,0.0,0.0,1e-06,0.454856,0.108984,0.171878,-0.0,-1e-06,0.325282,0.385699,0.046294,0.0,5e-06,-1.390526,-0.559873,-0.027011,-0.0,0.419594,0.0,0.055543
velocity,step,1.5660,0.0,0.0,0.0,0.0,0.0,1e-06,0.455508,0.109758,0.171973,-0.0,-1e-06,0.326078,0.387018,0.047736,0.0,5e-06,-1.394159,-0.561963,-0.027915,-0.0,0.419384,0.0,0.055038
velocity,step,1.5680,0.0,0.0,0.0,0.0,0.0,1e-06,0.456162,0.110535,0.172072,-0.0,-1e-06,0.326827,0.38823,0.049119,0.0,4e-06,-1.397572,-0.563885,-0.028785,-0.0,0.419172,0.0,0.054532
velocity,step,1.5700,0.0,0.0,0.0,0.0,0.0,1e-06,0.456817,0.111314,0.172172,-0.0,-1e-06,0.32753,0.389342,0.050442,0.0,4e-06,-1.40078,-0.565651,-0.029619,-0.0,0.418959,0.0,0.054024
velocity,step,1.5720,0.0,0.0,0.0,0.0,0.0,1e-06,0.457474,0.112094,0.172276,-0.0,-1e-06,0.328191,0.39036,0.051706,0.0,3e-06,-1.403793,-0.567271,-0.030417,-0.0,0.418744,0.0,0.053515
velocity,step,1.5740,0.0,0.0,0.0,0.0,0.0,1e-06,0.458131,0.112877,0.172382,-0.0,-1e-06,0.328812,0.391291,0.052909,0.0,3e-06,-1.406626,-0.568755,-0.031179,-0.0,0.418527,0.0,0.053006
velocity,step,1.5760,0.0,0.0,0.0,0.0,0.0,1e-06,0.45879,0.113661,0.17249,-0.0,-0.0,0.329395,0.392141,0.054053,0.0,2e-06,-1.409287,-0.570112,-0.031904,-0.0,0.418309,0.0,0.052495
velocity,step,1.5780,0.0,0.0,0.0,0.0,0.0,1e-06,0.45945,0.114447,0.1726,-0.0,-0.0,0.329944,0.392914,0.055139,0.0,2e-06,-1.411789,-0.57135,-0.032594,-0.0,0.41809,0.0,0.051983
velocity,step,1.5800,0.0,0.0,0.0,0.0,0.0,1e-06,0.460111,0.115234,0.172712,-0.0,-0.0,0.33046,0.393616,0.056167,0.0,1e-06,-1.41414,-0.572476,-0.033249,-0.0,0.41787,0.0,0.051471
velocity,step,1.5820,0.0,0.0,0.0,0.0,0.0,1e-06,0.460773,0.116023,0.172827,-0.0,-0.0,0.330945,0.39425,0.057139,0.0,1e-06,-1.416351,-0.573498,-0.033869,-0.0,0.417648,0.0,0.050958
velocity,step,1.5840,0.0,0.0,0.0,0.0,0.0,1e-06,0.461435,0.116812,0.172943,-0.0,-0.0,0.3314,0.39482,0.058057,0.0,1e-06,-1.418429,-0.574422,-0.034455,-0.0,0.417425,0.0,0.050445
velocity,step,1.5860,0.0,0.0,0.0,0.0,0.0,1e-06,0.462099,0.117603,0.173061,-0.0,-0.0,0.331829,0.395332,0.058922,0.0,1e-06,-1.420382,-0.575253,-0.035008,-0.0,0.417201,0.0,0.049931
velocity,step,1.5880,0.0,0.0,0.0,0.0,0.0,1e-06,0.462764,0.118395,0.17318,-0.0,-0.0,0.332232,0.395787,0.059735,0.0,0.0,-1.422219,-0.575998,-0.03553,-0.0,0.416975,0.0,0.049416
velocity,step,1.5900,0.0,0.0,0.0,0.0,0.0,1e-06,0.463429,0.119187,0.173301,-0.0,0.0,0.332611,0.39619,0.060498,0.0,0.0,-1.423946,-0.576662,-0.03602,-0.0,0.416749,0.0,0.048902
velocity,step,1.5920,0.0,0.0,0.0,0.0,0.0,1e-06,0.464095,0.11998,0.173423,-0.0,0.0,0.332967,0.396544,0.061212,0.0,-0.0,-1.425569,-0.577249,-0.03648,-0.0,0.416521,0.0,0.048387
velocity,step,1.5940,0.0,0.0,0.0,0.0,0.0,1e-06,0.464761,0.120774,0.173547,-0.0,0.0,0.333301,0.39685,0.061881,0.0,-0.0,-1.427095,-0.577764,-0.036911,-0.0,0.416292,0.0,0.047871
velocity,step,1.5960,0.0,0.0,0.0,0.0,0.0,1e-06,0.465429,0.121568,0.173672,-0.0,0.0,0.333616,0.397113,0.062505,0.0,-0.0,-1.428529,-0.578211,-0.037314,-0.0,0.416063,0.0,0.047356
velocity,step,1.5980,0.0,0.0,0.0,0.0,0.0,1e-06,0.466096,0.122363,0.173798,0.0,0.0,0.333912,0.397334,0.063085,0.0,-1e-06,-1.429878,-0.578594,-0.03769,-0.0,0.415832,0.0,0.04684
velocity,step,1.6000,0.0,0.0,0.0,0.0,0.0,1e-06,0.466765,0.123158,0.173926,0.0,0.0,0.334189,0.397517,0.063625,0.0,-1e-06,-1.431145,-0.578916,-0.03804,-0.0,0.4156,0.0,0.046325
velocity,step,1.6020,0.0,0.0,0.0,0.0,0.0,1e-06,0.467434,0.123953,0.174054,0.0,0.0,0.33445,0.397662,0.064124,0.0,-1e-06,-1.432335,-0.579182,-0.038366,-0.0,0.415368,0.0,0.045809
velocity,step,1.6040,0.0,0.0,0.0,0.0,0.0,1e-06,0.468103,0.124749,0.174183,0.0,0.0,0.334695,0.397772,0.064586,0.0,-1e-06,-1.433454,-0.579393,-0.038667,-0.0,0.415134,0.0,0.045294
velocity,step,1.6060,0.0,0.0,0.0,0.0,0.0,1e-06,0.468773,0.125544,0.174313,0.0,0.0,0.334925,0.39785,0.065011,0.0,-1e-06,-1.434504,-0.579555,-0.038945,-0.0,0.4149,0.0,0.044778
velocity,step,1.6080,0.0,0.0,0.0,0.0,0.0,1e-06,0.469443,0.12634,0.174444,0.0,0.0,0.335141,0.397897,0.065402,0.0,-1e-06,-1.43549,-0.579668,-0.039202,-0.0,0.414665,0.0,0.044263
velocity,step,1.6100,0.0,0.0,0.0,0.0,0.0,1e-06,0.470114,0.127136,0.174575,0.0,0.0,0.335344,0.397914,0.065759,0.0,-1e-06,-1.436416,-0.579735,-0.039437,-0.0,0.414428,0.0,0.043748
velocity,step,1.6120,0.0,0.0,0.0,0.0,0.0,1e-06,0.470785,0.127932,0.174708,0.0,0.0,0.335534,0.397903,0.066085,0.0,-2e-06,-1.437284,-0.579761,-0.039653,-0.0,0.414191,0.0,0.043233
velocity,step,1.6140,0.0,0.0,0.0,0.0,0.0,1e-06,0.471456,0.128727,0.17484,0.0,0.0,0.335712,0.397867,0.06638,0.0,-2e-06,-1.438099,-0.579745,-0.039849,-0.0,0.413954,0.0,0.042718
velocity,step,1.6160,0.0,0.0,0.0,0.0,0.0,1e-06,0.472128,0.129523,0.174974,0.0,0.0,0.335879,0.397805,0.066646,0.0,-2e-06,-1.438863,-0.579692,-0.040027,-0.0,0.413715,0.0,0.042203
velocity,step,1.6180,0.0,0.0,0.0,0.0,0.0,1e-06,0.4728,0.130318,0.175107,0.0,0.0,0.336035,0.39772,0.066884,0.0,-2e-06,-1.439578,-0.579602,-0.040187,-0.0,0.413476,0.0,0.041689
velocity,step,1.6200,0.0,0.0,0.0,0.0,0.0,1e-06,0.473473,0.131114,0.175242,0.0,0.0,0.336182,0.397613,0.067097,0.0,-2e-06,-1.440248,-0.579478,-0.040331,-0.0,0.413236,0.0,0.041175
velocity,step,1.6220,0.0,0.0,0.0,0.0,0.0,1e-06,0.474145,0.131909,0.175376,0.0,0.0,0.336318,0.397484,0.067284,0.0,-2e-06,-1.440875,-0.579322,-0.040459,-0.0,0.412995,0.0,0.040662
velocity,step,1.6240,0.0,0.0,0.0,0.0,0.0,1e-06,0.474818,0.132703,0.175511,0.0,0.0,0.336446,0.397336,0.067447,0.0,-2e-06,-1.441461,-0.579135,-0.040572,-0.0,0.412754,0.0,0.040148
velocity,step,1.6260,0.0,0.0,0.0,0.0,0.0,1e-06,0.475491,0.133498,0.175646,0.0,0.0,0.336566,0.397169,0.067588,0.0,-2e-06,-1.442009,-0.578919,-0.040671,-0.0,0.412512,0.0,0.039636
velocity,step,1.6280,0.0,0.0,0.0,0.0,0.0,1e-06,0.476165,0.134292,0.175782,0.0,0.0,0.336677,0.396985,0.067707,0.0,-2e-06,-1.44252,-0.578676,-0.040756,-0.0,0.412269,0.0,0.039123
velocity,step,1.6300,0.0,0.0,0.0,0.0,0.0,1e-06,0.476838,0.135085,0.175917,0.0,1e-06,0.33678,0.396783,0.067805,0.0,-2e-06,-1.442997,-0.578406,-0.040827,-0.0,0.412025,0.0,0.038611
velocity,step,1.6320,0.0,0.0,0.0,0.0,0.0,1e-06,0.477512,0.135878,0.176053,0.0,1e-06,0.336877,0.396565,0.067884,0.0,-2e-06,-1.443441,-0.578113,-0.040887,-0.0,0.411781,0.0,0.0381
velocity,step,1.6340,0.0,0.0,0.0,0.0,0.0,1e-06,0.478186,0.136671,0.176189,0.0,1e-06,0.336966,0.396332,0.067944,0.0,-2e-06,-1.443854,-0.577795,-0.040934,-0.0,0.411536,0.0,0.037589
velocity,step,1.6360,0.0,0.0,0.0,0.0,0.0,1e-06,0.47886,0.137463,0.176325,0.0,1e-06,0.337049,0.396085,0.067987,0.0,-2e-06,-1.444238,-0.577456,-0.04097,-0.0,0.411291,0.0,0.037079
velocity,step,1.6380,0.0,0.0,0.0,0.0,0.0,1e-06,0.479534,0.138255,0.176461,0.0,1e-06,0.337126,0.395824,0.068012,0.0,-2e-06,-1.444594,-0.577096,-0.040996,-0.0,0.411045,0.0,0.036569
velocity,step,1.6400,0.0,0.0,0.0,0.0,0.0,1e-06,0.480209,0.139046,0.176597,0.0,1e-06,0.337198,0.39555,0.068022,0.0,-2e-06,-1.444924,-0.576716,-0.041011,-0.0,0.410798,0.0,0.036059
velocity,step,1.6420,0.0,0.0,0.0,0.0,0.0,1e-06,0.480883,0.139836,0.176733,0.0,1e-06,0.337263,0.395264,0.068016,0.0,-2e-06,-1.445229,-0.576317,-0.041017,-0.0,0.410551,0.0,0.03555
velocity,step,1.6440,0.0,0.0,0.0,0.0,0.0,1e-06,0.481558,0.140626,0.176869,0.0,1e-06,0.337324,0.394966,0.067996,0.0,-2e-06,-1.44551,-0.5759,-0.041014,-0.0,0.410304,0.0,0.035042
velocity,step,1.6460,0.0,0.0,0.0,0.0,0.0,1e-06,0.482233,0.141416,0.177005,0.0,1e-06,0.337379,0.394658,0.067963,0.0,-2e-06,-1.445769,-0.575466,-0.041002,-0.0,0.410055,0.0,0.034535
velocity,step,1.6480,0.0,0.0,0.0,0.0,0.0,1e-06,0.482907,0.142204,0.177141,0.0,1e-06,0.33743,0.394338,0.067916,0.0,-2e-06,-1.446006,-0.575016,-0.040981,-0.0,0.409806,0.0,0.034027
velocity,step,1.6500,0.0,0.0,0.0,0.0,0.0,1e-06,0.483582,0.142992,0.177276,0.0,1e-06,0.337476,0.394009,0.067857,0.0,-3e-06,-1.446224,-0.574551,-0.040953,-0.0,0.409557,0.0,0.033521
velocity,step,1.6520,0.0,0.0,0.0,0.0,0.0,1e-06,0.484257,0.14378,0.177412,0.0,1e-06,0.337518,0.393671,0.067786,0.0,-3e-06,-1.446422,-0.574072,-0.040918,-0.0,0.409307,0.0,0.033015
velocity,step,1.6540,0.0,0.0,0.0,0.0,0.0,1e-06,0.484932,0.144566,0.177547,0.0,1e-06,0.337556,0.393323,0.067704,0.0,-3e-06,-1.446602,-0.573578,-0.040875,-0.0,0.409057,0.0,0.03251
velocity,step,1.6560,0.0,0.0,0.0,0.0,0.0,1e-06,0.485608,0.145352,0.177683,0.0,1e-06,0.33759,0.392967,0.067611,0.0,-3e-06,-1.446765,-0.573072,-0.040825,-0.0,0.408806,0.0,0.032006
velocity,step,1.6580,0.0,0.0,0.0,0.0,0.0,1e-06,0.486283,0.146138,0.177818,0.0,1e-06,0.337621,0.392603,0.067508,0.0,-3e-06,-1.446911,-0.572553,-0.040769,-0.0,0.408554,0.0,0.031502
velocity,step,1.6600,0.0,0.0,0.0,0.0,0.0,1e-06,0.486958,0.146922,0.177952,0.0,1e-06,0.337648,0.392231,0.067396,0.0,-3e-06,-1.447042,-0.572023,-0.040707,-0.0,0.408302,0.0,0.030998
velocity,step,1.6620,0.0,0.0,0.0,0.0,0.0,1e-06,0.487634,0.147706,0.178087,0.0,1e-06,0.337672,0.391852,0.067274,0.0,-3e-06,-1.447158,-0.571481,-0.04064,-0.0,0.40805,0.0,0.030496
velocity,step,1.6640,0.0,0.0,0.0,0.0,0.0,1e-06,0.488309,0.148489,0.178221,0.0,1e-06,0.337692,0.391466,0.067144,0.0,-3e-06,-1.44726,-0.570929,-0.040567,-0.0,0.407797,0.0,0.029994
velocity,step,1.6660,0.0,0.0,0.0,0.0,0.0,1e-06,0.488984,0.149271,0.178355,0.0,1e-06,0.33771,0.391074,0.067006,0.0,-3e-06,-1.447349,-0.570366,-0.040488,-0.0,0.407543,0.0,0.029493
velocity,step,1.6680,0.0,0.0,0.0,0.0,0.0,1e-06,0.48966,0.150052,0.178489,0.0,1e-06,0.337725,0.390675,0.06686,0.0,-3e-06,-1.447425,-0.569794,-0.040405,-0.0,0.407289,0.0,0.028993
velocity,step,1.6700,0.0,0.0,0.0,0.0,0.0,1e-06,0.490335,0.150833,0.178622,0.0,1e-06,0.337737,0.39027,0.066707,0.0,-3e-06,-1.447488,-0.569213,-0.040317,-0.0,0.407035,0.0,0.028493
velocity,step,1.6720,0.0,0.0,0.0,0.0,0.0,1e-06,0.491011,0.151612,0.178756,0.0,1e-06,0.337747,0.38986,0.066547,0.0,-3e-06,-1.44754,-0.568623,-0.040224,-0.0,0.40678,0.0,0.027994
velocity,step,1.6740,0.0,0.0,0.0,0.0,0.0,1e-06,0.491686,0.152391,0.178888,0.0,1e-06,0.337754,0.389444,0.06638,0.0,-3e-06,-1.447582,-0.568025,-0.040128,-0.0,0.406525,0.0,0.027495
velocity,step,1.6760,0.0,0.0,0.0,0.0,0.0,1e-06,0.492362,0.153169,0.179021,0.0,1e-06,0.337758,0.389023,0.066207,0.0,-3e-06,-1.447612,-0.567419,-0.040027,-0.0,0.406269,0.0,0.026998
velocity,step,1.6780,0.0,0.0,0.0,0.0,0.0,1e-06,0.493037,0.153946,0.179153,0.0,1e-06,0.337761,0.388597,0.066027,0.0,-3e-06,-1.447633,-0.566806,-0.039923,-0.0,0.406013,0.0,0.026501
velocity,step,1.6800,0.0,0.0,0.0,0.0,0.0,1e-06,0.493713,0.154723,0.179284,0.0,1e-06,0.337762,0.388166,0.065843,0.0,-3e-06,-1.447644,-0.566185,-0.039815,-0.0,0.405757,0.0,0.026005
velocity,step,1.6820,0.0,0.0,0.0,0.0,0.0,1e-06,0.494388,0.155498,0.179416,0.0,1e-06,0.33776,0.387731,0.065652,0.0,-3e-06,-1.447646,-0.565558,-0.039703,-0.0,0.4055,0.0,0.02551
velocity,step,1.6840,0.0,0.0,0.0,0.0,0.0,1e-06,0.495064,0.156273,0.179547,0.0,1e-06,0.337757,0.387292,0.065457,0.0,-3e-06,-1.44764,-0.564924,-0.039588,-0.0,0.405242,0.0,0.025015
velocity,step,1.6860,0.0,0.0,0.0,0.0,0.0,1e-06,0.495739,0.157047,0.179677,0.0,1e-06,0.337751,0.386849,0.065257,0.0,-3e-06,-1.447625,-0.564284,-0.03947,-0.0,0.404984,0.0,0.024521
velocity,step,1.6880,0.0,0.0,0.0,0.0,0.0,1e-06,0.496415,0.157819,0.179807,0.0,1e-06,0.337744,0.386402,0.065052,0.0,-3e-06,-1.447602,-0.563638,-0.03935,-0.0,0.404726,0.0,0.024028
velocity,step,1.6900,0.0,0.0,0.0,0.0,0.0,1e-06,0.49709,0.158591,0.179937,0.0,1e-06,0.337736,0.385951,0.064842,0.0,-3e-06,-1.447572,-0.562987,-0.039226,-0.0,0.404467,0.0,0.023536
velocity,step,1.6920,0.0,0.0,0.0,0.0,0.0,1e-06,0.497766,0.159362,0.180066,0.0,1e-06,0.337725,0.385496,0.064629,0.0,-3e-06,-1.447535,-0.56233,-0.0391,-0.0,0.404208,0.0,0.023044
velocity,step,1.6940,0.0,0.0,0.0,0.0,0.0,1e-06,0.498441,0.160132,0.180195,0.0,1e-06,0.337713,0.385039,0.064412,0.0,-3e-06,-1.44749,-0.561668,-0.038971,-0.0,0.403949,0.0,0.022554
velocity,step,1.6960,0.0,0.0,0.0,0.0,0.0,1e-06,0.499117,0.160902,0.180323,0.0,1e-06,0.3377,0.384578,0.06419,0.0,-3e-06,-1.44744,-0.561002,-0.03884,-0.0,0.403689,0.0,0.022064
velocity,step,1.6980,0.0,0.0,0.0,0.0,0.0,1e-06,0.499792,0.16167,0.180451,0.0,1e-06,0.337685,0.384114,0.063966,0.0,-3e-06,-1.447383,-0.56033,-0.038707,-0.0,0.403429,0.0,0.021574
velocity,step,1.7000,0.0,0.0,0.0,0.0,0.0,1e-06,0.500467,0.162437,0.180579,0.0,1e-06,0.337669,0.383647,0.063738,0.0,-3e-06,-1.447319,-0.559654,-0.038571,-0.0,0.403169,0.0,0.021086
velocity,step,1.7020,0.0,0.0,0.0,0.0,0.0,1e-06,0.501143,0.163203,0.180706,0.0,1e-06,0.337652,0.383178,0.063506,0.0,-3e-06,-1.447251,-0.558974,-0.038434,-0.0,0.402908,0.0,0.020598
velocity,step,1.7040,0.0,0.0,0.0,0.0,0.0,1e-06,0.501818,0.163969,0.180832,0.0,1e-06,0.337633,0.382706,0.063272,0.0,-3e-06,-1.447176,-0.55829,-0.038294,-0.0,0.402646,0.0,0.020112
velocity,step,1.7060,0.0,0.0,0.0,0.0,0.0,1e-06,0.502493,0.164733,0.180958,0.0,1e-06,0.337614,0.382231,0.063034,0.0,-3e-06,-1.447096,-0.557602,-0.038153,-0.0,0.402385,0.0,0.019626
velocity,step,1.7080,0.0,0.0,0.0,0.0,0.0,1e-06,0.503168,0.165497,0.181084,0.0,1e-06,0.337593,0.381754,0.062794,0.0,-3e-06,-1.447012,-0.55691,-0.03801,-0.0,0.402123,0.0,0.01914
velocity,step,1.7100,0.0,0.0,0.0,0.0,0.0,1e-06,0.503843,0.166259,0.181209,0.0,1e-06,0.337571,0.381274,0.062552,0.0,-3e-06,-1.446922,-0.556215,-0.037865,-0.0,0.40186,0.0,0.018656
velocity,step,1.7120,0.0,0.0,0.0,0.0,0.0,1e-06,0.504519,0.167021,0.181334,0.0,1e-06,0.337548,0.380792,0.062306,0.0,-3e-06,-1.446828,-0.555516,-0.037719,-0.0,0.401598,0.0,0.018172
velocity,step,1.7140,0.0,0.0,0.0,0.0,0.0,1e-06,0.505194,0.167782,0.181458,0.0,1e-06,0.337524,0.380309,0.062059,0.0,-3e-06,-1.446729,-0.554815,-0.037571,-0.0,0.401335,0.0,0.017689
velocity,step,1.7160,0.0,0.0,0.0,0.0,0.0,1e-06,0.505869,0.168541,0.181582,0.0,1e-06,0.337499,0.379823,0.061809,0.0,-3e-06,-1.446626,-0.55411,-0.037421,-0.0,0.401071,0.0,0.017207
velocity,step,1.7180,0.0,0.0,0.0,0.0,0.0,1e-06,0.506544,0.1693,0.181705,0.0,1e-06,0.337473,0.379335,0.061557,0.0,-3e-06,-1.446519,-0.553402,-0.037271,-0.0,0.400808,0.0,0.016726
velocity,step,1.7200,0.0,0.0,0.0,0.0,0.0,1e-06,0.507218,0.170058,0.181827,0.0,1e-06,0.337446,0.378845,0.061303,0.0,-3e-06,-1.446407,-0.552691,-0.037119,-0.0,0.400543,0.0,0.016246
velocity,step,1.7220,0.0,0.0,0.0,0.0,0.0,1e-06,0.507893,0.170814,0.181949,0.0,1e-06,0.337418,0.378353,0.061047,0.0,-3e-06,-1.446292,-0.551977,-0.036966,-0.0,0.400279,0.0,0.015766
velocity,step,1.7240,0.0,0.0,0.0,0.0,0.0,1e-06,0.508568,0.17157,0.182071,0.0,1e-06,0.337389,0.37786,0.060789,0.0,-3e-06,-1.446173,-0.551261,-0.036811,-0.0,0.400014,0.0,0.015287
velocity,step,1.7260,0.0,0.0,0.0,0.0,0.0,1e-06,0.509243,0.172325,0.182192,0.0,1e-06,0.33736,0.377365,0.060529,0.0,-3e-06,-1.446051,-0.550542,-0.036656,-0.0,0.399749,0.0,0.014809
velocity,step,1.7280,0.0,0.0,0.0,0.0,0.0,1e-06,0.509917,0.173078,0.182313,0.0,1e-06,0.33733,0.376869,0.060268,0.0,-3e-06,-1.445925,-0.549821,-0.036499,-0.0,0.399484,0.0,0.014332
velocity,step,1.7300,0.0,0.0,0.0,0.0,0.0,1e-06,0.510592,0.173831,0.182433,0.0,1e-06,0.337299,0.37637,0.060005,0.0,-3e-06,-1.445796,-0.549098,-0.036342,-0.0,0.399218,0.0,0.013855
velocity,step,1.7320,0.0,0.0,0.0,0.0,0.0,1e-06,0.511267,0.174583,0.182552,0.0,1e-06,0.337267,0.375871,0.059741,0.0,-3e-06,-1.445664,-0.548372,-0.036183,-0.0,0.398952,0.0,0.01338
velocity,step,1.7340,0.0,0.0,0.0,0.0,0.0,1e-06,0.511941,0.175334,0.182671,0.0,1e-06,0.337235,0.37537,0.059475,0.0,-3e-06,-1.445528,-0.547644,-0.036024,-0.0,0.398686,0.0,0.012905
velocity,step,1.7360,0.0,0.0,0.0,0.0,0.0,1e-06,0.512615,0.176083,0.182789,0.0,1e-06,0.337202,0.374867,0.059208,0.0,-3e-06,-1.44539,-0.546914,-0.035863,-0.0,0.398419,0.0,0.012431
velocity,step,1.7380,0.0,0.0,0.0,0.0,0.0,1e-06,0.51329,0.176832,0.182907,0.0,1e-06,0.337169,0.374364,0.058939,0.0,-3e-06,-1.445249,-0.546182,-0.035702,-0.0,0.398152,0.0,0.011958
